Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
Coastal Carolina University,13.0501,Educational/Instructional Technology.,2020,Master's degree,42,X
Coastal Carolina University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,4,X
Coker University,52.0213,Organizational Leadership.,2020,Master's degree,41,X
Coker University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,19,X
Coker University,13.0301,Curriculum and Instruction.,2020,Master's degree,11,X
College of Our Lady of the Elms,51.3203,Nursing Education.,2020,Master's degree,4,X
Colorado Christian University,52.0213,Organizational Leadership.,2020,Master's degree,32,X
Colorado Christian University,52.0201,"Business Administration and Management, General.",2020,Master's degree,41,X
Colorado Christian University,51.3802,Nursing Administration.,2020,Master's degree,11,X
Colorado Christian University,44.0401,Public Administration.,2020,Master's degree,9,X
Colorado Christian University,42.2803,Counseling Psychology.,2020,Master's degree,115,X
Colorado Christian University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,29,X
Colorado Christian University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,6,X
Colorado Christian University,13.0301,Curriculum and Instruction.,2020,Master's degree,26,X
Colorado Christian University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,4,X
Colorado Mesa University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,8,X
Colorado State University Global,52.1301,Management Science.,2020,Master's degree,87,X
Colorado State University Global,52.0801,"Finance, General.",2020,Master's degree,132,X
Colorado State University Global,52.0301,Accounting.,2020,Master's degree,139,X
Colorado State University Global,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,335,X
Colorado State University Pueblo,51.3802,Nursing Administration.,2020,Master's degree,0,X
Colorado State University-Fort Collins,52.1399,"Management Sciences and Quantitative Methods, Other.",2020,Master's degree,18,X
Colorado State University-Fort Collins,52.0301,Accounting.,2020,Master's degree,37,X
Colorado State University-Fort Collins,52.0201,"Business Administration and Management, General.",2020,Master's degree,264,X
Colorado State University-Fort Collins,44.0701,Social Work.,2020,Master's degree,76,X
Colorado State University-Fort Collins,42.2804,Industrial and Organizational Psychology.,2020,Master's degree,15,X
Colorado State University-Fort Collins,14.1901,Mechanical Engineering.,2020,Master's degree,33,X
Colorado State University-Fort Collins,14.1001,Electrical and Electronics Engineering.,2020,Master's degree,19,X
Colorado State University-Fort Collins,14.0801,"Civil Engineering, General.",2020,Master's degree,36,X
Colorado State University-Fort Collins,11.0401,Information Science/Studies.,2020,Master's degree,81,X
Colorado State University-Fort Collins,11.0101,"Computer and Information Sciences, General.",2020,Master's degree,32,X
Columbia College,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,0,X
Columbia College,52.0101,"Business/Commerce, General.",2020,Master's degree,150,X
Columbia College,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,13,X
Columbia College,13.0301,Curriculum and Instruction.,2020,Master's degree,40,X
Columbia University in the City of New York,44.0701,Social Work.,2020,Master's degree,502,X
Columbia University in the City of New York,14.1901,Mechanical Engineering.,2020,Master's degree,146,X
Columbia University in the City of New York,14.1001,Electrical and Electronics Engineering.,2020,Master's degree,182,X
Columbia University in the City of New York,14.0801,"Civil Engineering, General.",2020,Master's degree,113,X
Columbia University in the City of New York,11.0701,Computer Science.,2020,Master's degree,442,X
Columbus State University,52.0201,"Business Administration and Management, General.",2020,Master's degree,34,X
Columbus State University,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,90,X
Columbus State University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,22,X
Columbus State University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,33,X
Columbus State University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,15,X
Columbus State University,11.0101,"Computer and Information Sciences, General.",2020,Master's degree,35,X
Commonwealth University of Pennsylvania,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,0,X
Commonwealth University of Pennsylvania,51.1508,Mental Health Counseling/Counselor.,2020,Master's degree,12,X
Commonwealth University of Pennsylvania,13.1001,"Special Education and Teaching, General.",2020,Master's degree,4,X
Commonwealth University of Pennsylvania,13.0501,Educational/Instructional Technology.,2020,Master's degree,29,X
Commonwealth University of Pennsylvania,13.0301,Curriculum and Instruction.,2020,Master's degree,10,X
Commonwealth University of Pennsylvania,11.0103,Information Technology.,2020,Master's degree,0,X
Concord University,44.0701,Social Work.,2020,Master's degree,68,X
Concord University,13.0101,"Education, General.",2020,Master's degree,25,X
Concordia University Ann Arbor,52.0801,"Finance, General.",2020,Master's degree,0,X
Concordia University Ann Arbor,52.0301,Accounting.,2020,Master's degree,1,X
Concordia University Ann Arbor,52.0213,Organizational Leadership.,2020,Master's degree,0,X
Concordia University Ann Arbor,52.0201,"Business Administration and Management, General.",2020,Master's degree,7,X
Concordia University Ann Arbor,44.0401,Public Administration.,2020,Master's degree,0,X
Concordia University Ann Arbor,13.1001,"Special Education and Teaching, General.",2020,Master's degree,4,X
Concordia University Ann Arbor,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,12,X
Concordia University Ann Arbor,13.0301,Curriculum and Instruction.,2020,Master's degree,16,X
Concordia University Ann Arbor,11.0701,Computer Science.,2020,Master's degree,0,X
Concordia University Texas,52.0201,"Business Administration and Management, General.",2020,Master's degree,99,X
Concordia University Texas,51.3802,Nursing Administration.,2020,Master's degree,6,X
Concordia University Texas,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,0,X
Concordia University Texas,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,0,X
Concordia University Texas,13.0101,"Education, General.",2020,Master's degree,252,X
Concordia University-Chicago,52.0801,"Finance, General.",2020,Master's degree,15,X
Concordia University-Chicago,52.0301,Accounting.,2020,Master's degree,2,X
Concordia University-Chicago,52.0213,Organizational Leadership.,2020,Master's degree,15,X
Concordia University-Chicago,52.0201,"Business Administration and Management, General.",2020,Master's degree,154,X
Concordia University-Chicago,42.2803,Counseling Psychology.,2020,Master's degree,39,X
Concordia University-Chicago,42.0101,"Psychology, General.",2020,Master's degree,5,X
Concordia University-Chicago,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,38,X
Concordia University-Chicago,13.1315,Reading Teacher Education.,2020,Master's degree,56,X
Concordia University-Chicago,13.1205,Secondary Education and Teaching.,2020,Master's degree,14,X
Concordia University-Chicago,13.1202,Elementary Education and Teaching.,2020,Master's degree,2,X
Concordia University-Chicago,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,23,X
Concordia University-Chicago,13.1001,"Special Education and Teaching, General.",2020,Master's degree,37,X
Concordia University-Chicago,13.0501,Educational/Instructional Technology.,2020,Master's degree,50,X
Concordia University-Chicago,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,297,X
Concordia University-Chicago,13.0301,Curriculum and Instruction.,2020,Master's degree,114,X
Concordia University-Chicago,13.0101,"Education, General.",2020,Master's degree,5,X
Concordia University-Irvine,51.3802,Nursing Administration.,2020,Master's degree,0,X
Concordia University-Irvine,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,8,X
Concordia University-Irvine,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,452,X
Concordia University-Irvine,13.1205,Secondary Education and Teaching.,2020,Master's degree,3,X
Concordia University-Irvine,13.1202,Elementary Education and Teaching.,2020,Master's degree,2,X
Concordia University-Irvine,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,93,X
Concordia University-Irvine,13.1001,"Special Education and Teaching, General.",2020,Master's degree,2,X
Concordia University-Irvine,13.0501,Educational/Instructional Technology.,2020,Master's degree,99,X
Concordia University-Irvine,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,185,X
Concordia University-Irvine,13.0301,Curriculum and Instruction.,2020,Master's degree,135,X
Concordia University-Nebraska,52.0101,"Business/Commerce, General.",2020,Master's degree,34,X
Concordia University-Nebraska,51.2201,"Public Health, General.",2020,Master's degree,6,X
Concordia University-Nebraska,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,15,X
Concordia University-Nebraska,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,14,X
Concordia University-Nebraska,13.1315,Reading Teacher Education.,2020,Master's degree,14,X
Concordia University-Nebraska,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,0,X
Concordia University-Nebraska,13.1001,"Special Education and Teaching, General.",2020,Master's degree,16,X
Concordia University-Nebraska,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,51,X
